epoch,accuracy,loss,val_accuracy,val_loss
0,0.5425790548324585,0.679912269115448,0.43414634466171265,0.7403019666671753
1,0.6301703453063965,0.655083417892456,0.6048780679702759,0.6488376259803772
2,0.6934306621551514,0.6241343021392822,0.5170731544494629,0.6448628306388855
3,0.7846715450286865,0.5660573244094849,0.8487805128097534,0.530864953994751
4,0.7785888314247131,0.5193247199058533,0.7268292903900146,0.5206634998321533
